customer_id,first_name,last_name,email,phone,address,city,state,zip,active,create_date
216,LAURA,NELSON,laura21@gmail.com,"(410) 394-7705","9178 Valley Way",Carrollton,TX,75676,1,2022-04-04
217,MARIA,HALL,maria.hall@protonmail.com,"(569) 203-8005","1535 Pine Rd",Richardson,TX,75204,1,2020-04-06
218,SCOTT,MARTINEZ,scott61@gmail.com,"(682) 700-5341","1593 Hill St",Carrollton,TX,75189,1,2023-06-06
219,CHARLES,WILLIAMS,charles.williams@hotmail.com,"(475) 777-2009","2576 Forest Ln",Garland,TX,75684,1,2027-04-14
220,GARY,HARRIS,gary8@outlook.com,"(748) 903-8779","9483 Highland Ave",Irving,TX,75306,1,2023-12-02
221,DONALD,BAKER,donald.baker@protonmail.com,"(975) 659-3832","2838 Cedar Ln",Irving,TX,75043,0,2020-11-14
222,JESSICA,MITCHELL,jmitchell@hotmail.com,"(268) 289-7358","9215 Washington Blvd",Carrollton,TX,75877,1,2024-08-28
223,PATRICIA,PHILLIPS,patricia.phillips@protonmail.com,"(624) 353-3428","9383 River Rd",Richardson,TX,75947,1,2024-02-26
224,PAMELA,GREEN,pgreen@outlook.com,"(697) 785-8750","713 Maple Dr",Arlington,TX,75147,0,2020-07-11
225,JERRY,MARTIN,jerry96@outlook.com,"(220) 545-5965","5194 Pine Rd",Mesquite,TX,75995,1,2021-05-24
226,RICHARD,COLLINS,rcollins@protonmail.com,"(291) 392-8237","3563 Highland Ave",McKinney,TX,75777,1,2020-09-26
227,Michelle,BROWN,michelle.brown@hotmail.com,"(999) 736-1474","2946 Cedar Ln",Irving,TX,75255,1,2023-01-12
228,NULL,GARCIA,jgarcia@outlook.com,"(326) 897-1500","4063 Elm St",Mesquite,TX,75181,0,2024-09-12
229,JANET,ANDERSON,janet.anderson@hotmail.com,"(595) 250-3669","9475 Forest Ln",Irving,TX,75662,1,2021-05-21
230,ROBERT,HILL,robert.hill@gmail.com,"(862) 377-1138","3766 Pine Rd",Richardson,TX,75729,1,2023-07-28
231,JANET,KING,jking@hotmail.com,"(733) 838-7506","9676 Oak Ave",Dallas,TX,75574,1,2022-11-04
232,DANIEL,BROWN,daniel36@hotmail.com,"(871) 928-5895","3186 Maple Dr",Carrollton,TX,75921,1,2024-07-22
233,STEPHANIE,TURNER,stephanie93@gmail.com,"(465) 628-7628","6461 Valley Way",Dallas,TX,75351,1,2024-11-26
234,CHRISTOPHER,ROBERTS,croberts@yahoo.com,"(771) 385-5813","1699 Park Ave",Plano,TX,75742,1,2022-11-03
235,ANGELA,LEWIS,angela96@hotmail.com,"(580) 466-5817","7698 Sunset Blvd",Garland,TX,75054,1,2023-04-17
236,SANDRA,TURNER,sandra.turner@outlook.com,"(354) 340-4281","5714 Washington Blvd",Richardson,TX,75146,1,2021-02-16
237,CHRISTINE,MITCHELL,christine41@gmail.com,"(480) 414-3762","9541 Forest Ln",Plano,TX,75804,1,2021-10-14
238,SCOTT,YOUNG,scott.young@outlook.com,"(238) 746-4267","6212 Main St",Frisco,TX,75018,1,2021-04-23
239,JANET,ROBINSON,jrobinson@protonmail.com,"(513) 371-2069","849 Pine Rd",Arlington,TX,75745,1,2023-11-05
240,MARIE,LOPEZ,marie97@yahoo.com,"(219) 433-4675","2249 Cedar Ln",Dallas,TX,75126,1,2028-05-19
241,ANNA,COLLINS,anna.collins@protonmail.com,"(877) 310-1323","890 Valley Way",Garland,TX,75454,0,2020-09-09
242,CHRISTOPHER,PHILLIPS,christopher27@gmail.com,"(877) 303-9524","4523 River Rd",Richardson,TX,75428,1,2024-12-20
243,SANDRA,MARTINEZ,smartinez@yahoo.com,"(404) 996-5308","8671 Cedar Ln",Frisco,TX,75302,1,2020-09-16
244,SHIRLEY,PHILLIPS,shirley.phillips@outlook.com,"(887) 291-2809","9506 Hill St",Mesquite,TX,75972,1,2024-02-24
245,KAREN,THOMPSON,karen59@hotmail.com,"(251) 302-3862","746 Sunset Blvd",Arlington,TX,75820,1,2023-12-04
246,"   ",EDWARDS,karen2@yahoo.com,"(566) 648-5395","1622 Elm St",Frisco,TX,75116,0,2023-08-09
247,DIANE,PHILLIPS,diane.phillips@outlook.com,"(912) 943-1960","2711 Oak Ave",McKinney,TX,75821,0,2021-10-13
248,CATHERINE,CARTER,catherine88@yahoo.com,"(315) 621-8220","853 Oak Ave",Arlington,TX,75012,1,2022-09-17
249,JERRY,PHILLIPS,jerry13@outlook.com,"(554) 879-7305","2535 Sunset Blvd",Carrollton,TX,75011,1,2024-08-28
250,MARK,ANDERSON,mark.anderson@gmail.com,"(538) 484-1824","8405 Cedar Ln",Carrollton,TX,75412,1,2020-08-15
251,JASON,HERNANDEZ,jason.hernandez@gmail.com,"(709) 963-1291","1781 Washington Blvd",McKinney,TX,75570,1,2020-10-20
252,Scott,ROBINSON,scott72@yahoo.com,"(572) 255-4652","7545 Elm St",Carrollton,TX,75733,1,2023-02-04
253,ANDREW,HARRIS,aharris@hotmail.com,"(734) 582-2741","850 Highland Ave",Plano,TX,75143,0,2020-05-20
254,JESSICA,JACKSON,jessica.jackson@gmail.com,"(933) 546-2765","6890 Main St",Richardson,TX,75790,0,2023-11-19
255,DONALD,MOORE,dmoore@gmail.com,"(643) 799-8912","8428 Forest Ln",Plano,TX,75748,1,2020-07-22
256,TIMOTHY,NELSON,tnelson@outlook.com,"(909) 980-5067","4582 Washington Blvd",Frisco,TX,75463,1,2021-07-20
257,DENNIS,EVANS,devans@hotmail.com,"(954) 766-4560","3391 Cedar Ln",Richardson,TX,75703,1,2021-12-21
258,SARAH,HILL,sarah89@hotmail.com,"(775) 691-7839","8847 Pine Rd",McKinney,TX,75535,1,2020-07-05
259,MARIA,ROBERTS,maria26@hotmail.com,"(899) 456-3399","1116 Valley Way",Arlington,TX,75771,1,2022-08-04
260,LARRY,TURNER,larry.turner@protonmail.com,"(723) 912-5712","869 Highland Ave",McKinney,TX,75-001,1,2024-01-01
261,ANNA,JACKSON,ajackson@hotmail.com,"(759) 956-4218","3270 Pine Rd",Mesquite,TX,75699,1,2021-03-24
262,GEORGE,WILSON,gwilson@hotmail.com,"(470) 333-3636","9668 Sunset Blvd",Arlington,TX,75338,0,2021-01-05
263,CAROLYN,NELSON,carolyn81@protonmail.com,"(786) 763-6866","1294 Forest Ln",Frisco,TX,75979,1,2024-02-26
264,DONALD,ANDERSON,donald.anderson@outlook.com,"(557) 426-4495","5537 Elm St",Frisco,TX,75223,0,2024-11-01
265,HELEN,ROBERTS,hroberts@protonmail.com,"(449) 240-6258","6348 Highland Ave",Garland,TX,75262,1,2020-09-27
266,ANN,HILL,ann58@outlook.com,"(867) 397-6248","8519 Oak Ave",Garland,TX,75994,1,2020-04-22
267,FRANK,COLLINS,NULL,"(750) 919-8130","1281 Valley Way",Plano,TX,75470,1,2020-02-03
268,MARIA,THOMAS,maria.thomas@hotmail.com,"(464) 617-7357","7491 Hill St",McKinney,TX,75323,1,2023-11-04
269,EDWARD,SMITH,esmith@gmail.com,"(274) 566-9238","1838 Pine Rd",Arlington,TX,75288,0,2023-07-27
270,ANDREW,JOHNSON,andrew.johnson@outlook.com,"(964) 600-9941","4932 Hill St",Plano,TX,75693,1,2020-09-28
271,ANTHONY,TAYLOR,ataylor@protonmail.com,"(603) 750-9970","1494 Pine Rd",Irving,TX,75216,0,2024-03-06
272,KIMBERLY,HARRIS,kimberly.harris@protonmail.com,"(887) 780-1891","9092 Park Ave",Carrollton,TX,75297,1,2022-02-07
273,MATTHEW,LOPEZ,matthew.lopez@hotmail.com,"(491) 834-2143","3270 Elm St",Mesquite,TX,75336,1,2024-03-19
274,KEVIN,LEE,kevin55@yahoo.com,"(452) 426-8145","4633 Sunset Blvd",Frisco,TX,75695,1,2023-08-15
275,CATHERINE,COLLINS,catherine.collins@hotmail.com,"(861) 821-2343","4697 Sunset Blvd",Plano,TX,75269,1,2020-01-28
276,DONALD,MITCHELL,dmitchell@outlook.com,"(417) 237-5269","9004 Highland Ave",Carrollton,TX,75669,1,2022-07-08
277,GARY,PARKER,gparker@protonmail.com,NULL,"8327 Main St",Irving,TX,75775,1,2023-03-06
278,KEVIN,BAKER,kevin.baker@yahoo.com,"(424) 979-8989","3896 Oak Ave",Arlington,TX,75239,1,2021-09-26
279,FRANCES,WALKER,fwalker@gmail.com,"(531) 305-9542","4580 Sunset Blvd",Arlington,TX,75385,0,2022-10-21
280,DOROTHY,SCOTT,dorothy49@yahoo.com,"(561) 553-8976","7998 Highland Ave",Richardson,TX,75513,1,2023-03-08
281,DOROTHY,HILL,dorothy.hill@hotmail.com,"(570) 816-2938","3873 Washington Blvd",Frisco,TX,75493,0,2023-04-19
282,"   ",PEREZ,plaintext,"(787) 806-3639","2307 Hill St",Carrollton,TX,75912,1,2020-03-09
283,KIMBERLY,SCOTT,kscott@gmail.com,"(945) 877-5644","1504 Cedar Ln",Mesquite,TX,75888,0,2021-04-27
284,ROBERT,NELSON,rnelson@protonmail.com,"(723) 470-3747","5714 Highland Ave",Mesquite,TX,75235,0,2023-03-04
285,LINDA,JACKSON,ljackson@yahoo.com,"(298) 381-8796","9927 Main St",Carrollton,TX,75095,0,2021-10-18
286,MARY,COLLINS,mary.collins@outlook.com,"(914) 742-8028","3859 Forest Ln",Mesquite,TX,75358,1,2023-03-09
287,DANIEL,COLLINS,dcollins@protonmail.com,"(618) 463-4096","189 Valley Way",Dallas,TX,75532,1,2023-11-07
288,JERRY,CLARK,jerry47@gmail.com,"(867) 799-5155","4381 Sunset Blvd",Carrollton,TX,75578,1,2024-05-22
289,JAMES,EDWARDS,james53@protonmail.com,"(383) 579-8925","4257 Pine Rd",Richardson,TX,75792,0,2021-11-04
290,MELISSA,HERNANDEZ,melissa13@yahoo.com,"(546) 763-1852","2733 Washington Blvd",Dallas,TX,75843,1,2023-10-14
291,NANCY,BROWN,nbrown@gmail.com,"(238) 941-7296","6664 River Rd",Carrollton,TX,75728,1,2021-11-16
292,RICHARD,SMITH,richard.smith@yahoo.com,"(234) 813-9364","8551 Valley Way",Irving,TX,75690,1,2022-04-21
293,MARY,ANDERSON,manderson@hotmail.com,"(604) 615-4281","8582 Main St",Garland,TX,75562,1,2024-10-12
294,JANET,GARCIA,janet78@yahoo.com,"(788) 204-5277","2967 Washington Blvd",Carrollton,TX,75572,1,2024-05-11
295,HELEN,HILL,hhill@hotmail.com,"(653) 586-8923","4085 Forest Ln",Frisco,TX,75697,0,2024-01-16
296,HELEN,THOMPSON,helen49@yahoo.com,"(622) 561-9462","8876 Main St",Arlington,TX,75294,1,2023-11-24
297,"   ",BROWN,marie23@outlook.com,"(423) 787-5408","3094 Valley Way",Irving,TX,75754,1,2021-12-08
298,REBECCA,WHITE,rebecca26@yahoo.com,"(359) 997-2747","2064 Highland Ave",Garland,TX,75628,1,2024-01-28
299,DANIEL,LEE,daniel41@outlook.com,"(702) 387-9374","4691 Washington Blvd",Irving,TX,75055,0,2023-09-02
300,DONALD,LEWIS,donald.lewis@outlook.com,"(915) 730-8537","5271 Valley Way",Dallas,TX,75690,1,2023-10-04
301,CAROLYN,LEE,carolyn34@yahoo.com,"(442) 475-8722","5721 Elm St",Plano,TX,75434,1,2023-12-25
302,ANN,LEE,alee@yahoo.com,"(334) 789-4744","1736 Valley Way",Arlington,TX,75568,0,2023-04-05
303,SHARON,WRIGHT,sharon.wright@gmail.com,"(845) 729-9748","5272 Forest Ln",Mesquite,TX,75256,1,2023-02-23
304,MICHELLE,JONES,nodot@com,"(962) 542-5256","6014 Elm St",Carrollton,TX,75352,1,2023-02-12
305,GREGORY,NELSON,gregory.nelson@yahoo.com,"(999) 491-6818","5426 Hill St",Carrollton,TX,75793,0,2020-07-20
306,PAMELA,KING,pking@outlook.com,"(827) 785-7631","1268 Oak Ave",Plano,TX,75233,1,2022-11-10
307,VIRGINIA,NELSON,vnelson@hotmail.com,"(801) 733-8377","6882 Maple Dr",Plano,TX,75128,1,2022-12-23
308,LISA,WHITE,lisa.white@yahoo.com,"(684) 761-1881","531 Forest Ln",McKinney,TX,75106,1,2024-03-03
309,STEPHEN,WALKER,stephen30@yahoo.com,"(841) 329-3150","8730 Sunset Blvd",Plano,TX,75035,1,2022-08-15
310,BRIAN,GARCIA,brian.garcia@protonmail.com,"(805) 811-8480","9340 Washington Blvd",Carrollton,TX,75930,1,2023-09-08
311,NANCY,HERNANDEZ,nancy.hernandez@hotmail.com,"(510) 210-1001","8674 Sunset Blvd",Plano,TX,75293,0,2024-01-23
312,PAUL,EDWARDS,paul39@gmail.com,"(811) 436-1118","9081 Elm St",Irving,TX,75903,0,2023-04-06
313,ERIC,WALKER,eric29@hotmail.com,"(840) 445-9464","4554 Pine Rd",Carrollton,TX,75422,1,2020-03-05
314,MARTHA,WILSON,mwilson@hotmail.com,"(837) 703-4076","5353 Main St",Plano,TX,75992,1,2021-02-10
315,VIRGINIA,MOORE,virginia.moore@outlook.com,"(354) 215-9086","3658 Elm St",McKinney,TX,75804,0,2022-08-23
316,ELIZABETH,RODRIGUEZ,elizabeth97@yahoo.com,"(994) 601-2169","8999 Park Ave",Plano,TX,75917,1,2023-01-04
317,AMY,WALKER,amy32@gmail.com,"(952) 989-2539","8638 Hill St",Irving,TX,75398,1,2022-03-21
318,JENNIFER,EVANS,jennifer67@gmail.com,"(853) 505-4255","6005 Highland Ave",Dallas,TX,75996,1,2021-11-14
319,CAROLYN,SMITH,carolyn36@protonmail.com,"(448) 209-1688","9620 Forest Ln",Mesquite,TX,75380,1,2021-03-16
320,NANCY,TURNER,nancy44@gmail.com,"(860) 357-9787","1859 Maple Dr",Mesquite,TX,75324,1,2023-12-07
321,LINDA,PHILLIPS,linda.phillips@outlook.com,"(696) 923-8168","9259 Pine Rd",Carrollton,TX,75194,1,2024-06-11
322,THOMAS,GARCIA,tgarcia@gmail.com,"(358) 660-5844","4414 Lake Dr",Frisco,TX,75000,0,2021-01-20
323,Frances,COLLINS,fcollins@gmail.com,"(751) 596-4110","8686 Hill St",Mesquite,TX,75627,1,2022-07-21
324,CAROLYN,WILSON,carolyn.wilson@gmail.com,"(382) 232-4310","1853 Park Ave",Irving,TX,75032,0,2023-09-20
325,Dennis,GONZALEZ,dgonzalez@yahoo.com,"(935) 272-1214","3519 Hill St",Mesquite,TX,75479,1,2022-09-24
326,MICHAEL,LEE,michael.lee@gmail.com,"(951) 272-5979","1376 Cedar Ln",Carrollton,TX,75103,1,2024-07-07
327,DEBORAH,SCOTT,dscott@protonmail.com,"(771) 625-2728","9546 Elm St",Mesquite,TX,75904,1,2021-03-18
328,JOHN,HILL,jhill@protonmail.com,"(653) 560-6163","9112 Elm St",Frisco,TX,75782,0,2022-10-08
329,KEVIN,GREEN,kevin49@protonmail.com,"(663) 658-7505","103 Valley Way",Dallas,TX,75610,1,2024-03-10
330,MARY,ROBINSON,mrobinson@gmail.com,"(482) 766-9376","9214 River Rd",Richardson,TX,75096,1,2023-06-05
331,CAROL,THOMPSON,carol75@yahoo.com,"(507) 294-7550","9423 Highland Ave",Irving,TX,75740,1,2023-03-16
332,JERRY,PHILLIPS,NULL,"(948) 790-7251","1385 Forest Ln",Dallas,TX,75356,0,2023-02-28
333,"   ",EVANS,melissa2@outlook.com,"(736) 242-6231","8946 River Rd",Plano,TX,75514,1,2021-01-22
334,JAMES,HERNANDEZ,james.hernandez@protonmail.com,"(642) 496-7460","2525 Maple Dr",Frisco,TX,75487,1,2024-07-09
335,LISA,HALL,lisa56@yahoo.com,"(772) 402-8993","6576 Hill St",Richardson,TX,75574,1,2021-02-09
336,DAVID,CLARK,david12@gmail.com,"(574) 556-4120","5354 Elm St",Richardson,TX,75788,1,2021-06-20
337,RICHARD,CARTER,richard.carter@yahoo.com,"(901) 582-3555","1505 Oak Ave",Dallas,TX,75971,1,2022-01-11
338,JERRY,WILSON,jerry58@outlook.com,"(414) 957-9814","3571 Cedar Ln",Carrollton,TX,75561,0,2024-12-05
339,JERRY,PHILLIPS,jerry.phillips@gmail.com,"(461) 374-1984","4753 Cedar Ln",Richardson,TX,75054,0,2020-02-13
340,ANDREW,GARCIA,agarcia@hotmail.com,"(595) 436-7237","8431 Valley Way",Garland,TX,75496,1,2021-04-17
341,JOSEPH,ADAMS,joseph6@yahoo.com,NULL,"2672 Main St",Frisco,TX,75363,1,2021-09-09
342,SUSAN,MITCHELL,susan50@gmail.com,"(430) 355-6599","6536 Hill St",Plano,TX,75747,0,2024-11-20
343,FRANK,TURNER,frank.turner@yahoo.com,"(636) 519-6395","7459 Lake Dr",Plano,TX,75668,1,2024-09-22
344,JESSICA,MOORE,jessica89@protonmail.com,"(988) 348-3589","5301 Oak Ave",Carrollton,TX,75188,1,2021-12-01
345,STEPHANIE,ALLEN,stephanie.allen@outlook.com,"(997) 392-2749","2255 Maple Dr",Dallas,TX,75620,1,2024-04-08
346,JOSHUA,JOHNSON,jjohnson@yahoo.com,"(819) 680-7126","3114 Sunset Blvd",McKinney,TX,75485,1,2021-04-08
347,ELIZABETH,ALLEN,eallen@yahoo.com,"(887) 407-4351","1183 Maple Dr",Mesquite,TX,75704,1,2023-04-14
348,JOHN,COLLINS,john78@outlook.com,"(826) 960-9784","8705 Hill St",Dallas,TX,75462,0,2020-04-17
349,EDWARD,HALL,ehall@protonmail.com,"(250) 394-5770","7301 Washington Blvd",Arlington,TX,75472,1,2023-05-20
350,MARIA,PHILLIPS,maria.phillips@protonmail.com,"(939) 712-2854","3045 Forest Ln",Richardson,TX,75402,0,2022-08-01
351,SARAH,KING,sarah.king@protonmail.com,"(456) 531-3686","2124 Oak Ave",Garland,TX,75649,1,2020-09-23
352,DIANE,PARKER,dparker@outlook.com,"(589) 244-3799","5591 River Rd",Plano,TX,75889,1,2021-12-02
353,MICHAEL,ROBINSON,mrobinson@hotmail.com,"(385) 320-3155","3423 Main St",Richardson,TX,75012,0,2023-08-18
354,MARY,NELSON,mnelson@protonmail.com,"(687) 664-7719","7339 Oak Ave",Richardson,TX,75250,1,2024-11-18
355,"   ",JONES,shirley.jones@yahoo.com,"(348) 233-5889","5524 Highland Ave",Garland,TX,75111,0,2021-03-22
356,PAMELA,CARTER,pamela74@protonmail.com,"(967) 792-6901","687 Oak Ave",Arlington,TX,75377,0,2020-07-27
357,RONALD,BROWN,rbrown@gmail.com,"(481) 537-9635","6879 Lake Dr",Irving,TX,75626,1,2020-10-24
358,FRANK,SCOTT,frank62@protonmail.com,"(823) 524-5254","8708 River Rd",Richardson,TX,75949,1,2024-10-16
359,KENNETH,PARKER,kenneth.parker@outlook.com,"(925) 497-4171","125 Oak Ave",Dallas,TX,75640,1,2021-10-14
360,ROBERT,WILLIAMS,robert.williams@hotmail.com,"(855) 406-5614","4268 Forest Ln",Garland,TX,75307,1,2020-02-22
361,CHRISTINE,RODRIGUEZ,christine.rodriguez@outlook.com,"(379) 398-6415","5636 Highland Ave",Mesquite,TX,75816,1,2021-08-05
362,FRANK,KING,fking@outlook.com,"(257) 733-5904","9356 Valley Way",Frisco,TX,75213,1,2022-02-05
363,KATHLEEN,JOHNSON,kjohnson@yahoo.com,"(820) 598-4070","9851 Oak Ave",Arlington,TX,75726,1,2022-07-03
364,MARK,MARTIN,mmartin@yahoo.com,"(509) 379-2838","6231 Forest Ln",Dallas,TX,75935,1,2023-09-01
365,DANIEL,HILL,dhill@outlook.com,"(736) 517-6363","2447 Forest Ln",Garland,TX,75210,1,2023-07-23
366,KENNETH,WILSON,kenneth.wilson@gmail.com,"(541) 678-1755","1789 Lake Dr",Arlington,TX,75591,1,2021-06-07
367,DEBORAH,MARTINEZ,dmartinez@outlook.com,"(320) 479-3446","2680 Pine Rd",Garland,TX,75981,1,2021-09-12
368,RONALD,CLARK,ronald.clark@hotmail.com,"(375) 272-6101","5649 Lake Dr",Mesquite,TX,75133,1,2023-11-02
369,BETTY,WALKER,betty.walker@gmail.com,"(921) 810-8304","5926 Pine Rd",Frisco,TX,75730,1,2023-10-05
370,NANCY,PHILLIPS,nphillips@hotmail.com,"(859) 927-8625","7809 Cedar Ln",Irving,TX,75881,1,2022-07-06
371,DENNIS,ROBERTS,dennis.roberts@hotmail.com,"(266) 686-2849","5858 Park Ave",Mesquite,TX,75289,1,2024-10-05
372,GEORGE,MILLER,gmiller@hotmail.com,"(865) 272-5949","8828 Park Ave",McKinney,TX,75244,1,2027-10-08
373,DIANE,BROWN,diane27@protonmail.com,"(780) 550-9921","3969 Maple Dr",Garland,TX,75117,0,2022-09-04
374,RICHARD,THOMAS,richard.thomas@hotmail.com,"(901) 810-7208","5464 Park Ave",Dallas,TX,75222,1,2024-11-26
375,MARY,EDWARDS,medwards@outlook.com,"(498) 599-8326","3305 Cedar Ln",Frisco,TX,75583,1,2023-12-12
376,NANCY,GONZALEZ,NULL,"(501) 263-7049","9092 Main St",Dallas,TX,75112,1,2020-04-14
377,DENNIS,GONZALEZ,dennis81@hotmail.com,"(590) 645-9931","3560 Hill St",Plano,TX,75142,1,2024-07-27
378,FRANCES,ALLEN,frances.allen@yahoo.com,"(273) 863-1257","2459 Valley Way",Mesquite,TX,75998,1,2020-03-21
379,MICHAEL,KING,michael55@protonmail.com,"(721) 634-8373","6403 Elm St",Irving,TX,75434,1,2024-08-28
380,BRENDA,CAMPBELL,bcampbell@protonmail.com,"(575) 234-1620","9408 Park Ave",Frisco,TX,75594,0,2020-03-24
381,STEVEN,EDWARDS,sedwards@gmail.com,"(824) 290-5017","7840 Hill St",Garland,TX,75627,1,2022-09-25
382,PATRICIA,WRIGHT,pwright@protonmail.com,"(539) 631-6782","4927 Pine Rd",Plano,TX,75711,1,2024-05-02
383,FRANK,WRIGHT,fwright@gmail.com,"(498) 955-1447","4799 Park Ave",Garland,TX,75517,1,2022-05-05
384,LARRY,GARCIA,lgarcia@gmail.com,"(378) 805-3476","7417 Elm St",Plano,TX,75801,1,2023-03-26
385,STEVEN,WILLIAMS,NULL,"(707) 970-7765","6377 Cedar Ln",Mesquite,TX,75215,1,2020-11-09
386,HELEN,JONES,helen60@outlook.com,"(687) 964-9724","3928 Washington Blvd",McKinney,TX,75268,1,2024-07-01
387,PAMELA,HERNANDEZ,phernandez@protonmail.com,"(242) 299-9704","5897 Sunset Blvd",McKinney,TX,75343,1,2022-02-09
388,STEPHEN,GONZALEZ,stephen.gonzalez@outlook.com,"(732) 545-3947","5232 Lake Dr",Dallas,TX,75851,1,2020-07-04
389,STEVEN,MILLER,steven45@yahoo.com,"(397) 234-1388","1606 Main St",Richardson,TX,75973,1,2020-02-28
390,JOSE,MOORE,jose.moore@outlook.com,"(912) 388-5150","4926 Park Ave",Garland,TX,75944,1,2023-12-22
391,CAROLYN,THOMPSON,carolyn10@hotmail.com,"(597) 540-1984","4330 Sunset Blvd",Arlington,TX,75451,1,2023-04-20
392,JAMES,THOMAS,james14@yahoo.com,"(423) 828-2740","7334 Valley Way",Arlington,TX,75035,1,2020-10-24
393,ANNA,COLLINS,acollins@yahoo.com,"(855) 200-1619","6497 Pine Rd",Plano,TX,75926,0,2024-01-17
394,PAUL,WRIGHT,paul.wright@outlook.com,"(203) 593-8898","2085 River Rd",Carrollton,TX,75341,1,2023-01-21
395,ERIC,DAVIS,eric69@hotmail.com,"(978) 984-5750","3427 Maple Dr",Carrollton,TX,75990,0,2021-05-23
396,DIANE,MILLER,dmiller@outlook.com,"(394) 343-1584","3263 Main St",Richardson,TX,75500,0,2020-09-21
397,AMANDA,LOPEZ,amanda58@gmail.com,"(257) 545-1701","6743 Oak Ave",Irving,TX,75962,1,2024-04-03
398,ELIZABETH,EVANS,eevans@outlook.com,"(246) 448-3138","335 Maple Dr",Dallas,TX,75840,1,2023-10-06
399,GARY,BROWN,gbrown@protonmail.com,"(425) 264-4320","7083 Elm St",McKinney,TX,75123,1,2022-04-25
400,JENNIFER,GONZALEZ,jennifer43@gmail.com,"(344) 975-7801","2853 Valley Way",Frisco,TX,75449,1,2024-01-05
401,KAREN,MITCHELL,karen49@yahoo.com,"(282) 206-1118","3039 Highland Ave",Garland,TX,75426,0,2021-04-05
402,SCOTT,GARCIA,scott.garcia@protonmail.com,"(825) 908-1616","9869 Maple Dr",Mesquite,TX,75642,1,2022-07-01
403,ANTHONY,MARTIN,amartin@gmail.com,"(570) 979-9842","8415 Cedar Ln",Mesquite,TX,75283,1,2021-02-26
404,SHARON,TURNER,sturner@yahoo.com,"(244) 255-6966","4770 Cedar Ln",McKinney,TX,75342,0,2020-02-24
405,MARIA,GREEN,mgreen@outlook.com,"(318) 272-4855","7387 River Rd",Richardson,TX,75429,1,2022-04-25
406,HELEN,CLARK,helen.clark@yahoo.com,"(584) 425-2204","7816 River Rd",Mesquite,TX,75911,0,2021-04-20
407,JOSEPH,THOMAS,jthomas@outlook.com,"(398) 847-6875","4518 Cedar Ln",Frisco,TX,75032,1,2022-03-04
408,THOMAS,KING,thomas22@hotmail.com,"(818) 360-3784","9571 Lake Dr",Irving,TX,7501,0,2021-10-16
409,THOMAS,GARCIA,thomas.garcia@gmail.com,"(535) 644-4643","9795 Maple Dr",Richardson,TX,75427,1,2020-08-24
410,DONALD,WILLIAMS,dwilliams@outlook.com,"(300) 663-9114","4040 Oak Ave",Carrollton,TX,75709,0,2021-03-12
411,MARTHA,MARTIN,martha.martin@gmail.com,"(920) 670-1399","7552 Park Ave",Plano,TX,75189,1,2023-12-21
412,MARY,MITCHELL,mary.mitchell@gmail.com,"(503) 636-5420","8987 River Rd",Irving,TX,75635,1,2020-09-22
413,FRANCES,JONES,fjones@outlook.com,"(241) 574-7003","2971 Hill St",Carrollton,TX,75574,1,2021-06-08
414,BRIAN,WILSON,bwilson@yahoo.com,"(979) 430-6250","5878 Highland Ave",Arlington,TX,75283,1,2020-06-12
415,CHARLES,LOPEZ,clopez@outlook.com,"(744) 894-9730","4888 Park Ave",Richardson,TX,75819,1,2021-08-03
416,LISA,HALL,lisa.hall@yahoo.com,"(482) 314-3424","8231 Maple Dr",Irving,TX,75300,0,2024-03-16
417,JANET,ALLEN,janet.allen@outlook.com,"(264) 222-4806","8613 Hill St",Frisco,TX,75592,1,2022-08-19
418,RAYMOND,PHILLIPS,raymond71@outlook.com,"(780) 335-6021","2913 Forest Ln",Arlington,TX,75495,1,2022-01-05
419,CATHERINE,MARTINEZ,cmartinez@yahoo.com,"(748) 492-3986","2973 Sunset Blvd",Plano,TX,75243,1,2020-06-19
420,DONNA,HERNANDEZ,dhernandez@yahoo.com,"(924) 235-6192","5733 Maple Dr",Frisco,TX,75552,1,2024-05-04
421,BARBARA,HALL,barbara99@yahoo.com,"(359) 204-9948","8413 Elm St",Arlington,TX,75917,1,2024-11-05
422,KEVIN,PARKER,kevin.parker@outlook.com,"(342) 894-2914","5147 Main St",McKinney,TX,75456,1,2020-06-02
423,JOSE,PEREZ,jose75@protonmail.com,"(400) 223-2369","8921 Sunset Blvd",Mesquite,TX,75999,0,2021-08-11
424,JOSE,NELSON,jose.nelson@protonmail.com,"(933) 637-7056","6426 Elm St",Dallas,TX,75353,1,2022-08-28
425,ANTHONY,DAVIS,anthony94@outlook.com,"(495) 367-7944","6886 Maple Dr",Richardson,TX,75147,1,2022-08-28
426,STEVEN,RODRIGUEZ,@.com,"(619) 854-5478","6891 Maple Dr",Carrollton,TX,75727,1,2021-03-27
427,JOYCE,MARTINEZ,jmartinez@hotmail.com,"(511) 705-8593","3778 Main St",Dallas,TX,75268,1,2023-02-21
428,RAYMOND,MARTINEZ,raymond.martinez@outlook.com,"(322) 983-5541","8178 Oak Ave",Richardson,TX,75595,0,2024-07-28
429,REBECCA,MITCHELL,rmitchell@hotmail.com,"(950) 789-1287","4352 Maple Dr",Richardson,TX,75149,1,2023-12-05
430,CATHERINE,ANDERSON,canderson@outlook.com,"(564) 249-5749","4878 Lake Dr",Garland,TX,75784,1,2020-10-25
